result_id,cls1,cls2,cls3,cls4,cls5,cls6,cls7,cls8,cls9,cls10,cls11,cls12,cls13
Task011_BTCV_BigResUNetTrainer4_0,0.9240992776951537,0.8687992907059461,0.9313190585994721,0.7114423480562487,0.7922995183458227,0.9703626991866129,0.9159287594583114,0.9318224335730476,0.8847819825836657,0.7947469718094706,0.8323472061735652,0.7224854804398312,0.7265184142334974
