result_id,avg,cls1,cls2,cls3,cls4,cls5,cls6,cls7,cls8,cls9,cls10,cls11,cls12,cls13,cls14,cls15,cls16,cls17,cls18,cls19,cls20,cls21,cls22,cls23,cls24,cls25,cls26,cls27,cls28,cls29,cls30,cls31,cls32,cls33,cls34,cls35,cls36,cls37,cls38,cls39,cls40,cls41,cls42,cls43,cls44,cls45,cls46,cls47,cls48,cls49,cls50,cls51,cls52,cls53,cls54,cls55,cls56,cls57,cls58,cls59,cls60,cls61,cls62,cls63,cls64,cls65,cls66,cls67,cls68,cls69,cls70,cls71,cls72,cls73,cls74,cls75,cls76,cls77,cls78,cls79,cls80,cls81,cls82,cls83,cls84,cls85,cls86,cls87,cls88,cls89,cls90,cls91,cls92,cls93,cls94,cls95,cls96,cls97,cls98,cls99,cls100,cls101,cls102,cls103,cls104
BigResUNetTrainerV4_cs128_base_no_mirror_ep4k_lr0003_all,0.19127882176886296,0.0,0.0,0.6735522413001064,0.0016324747786960901,0.0008549480955577587,0.5455354789501169,0.07707921608450921,0.03690192289612769,0.8102645062304452,0.20877286421877755,0.3405284390408685,0.7481381088363251,0.4627575465985679,0.41751664720839526,0.0,0.001930845259306319,0.0,0.128704844399092,0.03629430900223644,0.0595791138319883,0.07471778599030258,0.42275372668142475,0.03384516694115139,0.07411491732212433,0.32542570768003826,0.04461892698645326,0.4986017541060427,0.41493018765635425,0.4545756034350941,0.15631601682277685,0.0007486612857619863,0.007361376924635735,8.458074773194718e-05,9.007103863655945e-05,0.03517090639161562,0.028114447820261183,0.02630453523100163,0.21804311539572035,0.3079950220689577,0.6917077651830246,0.3359124450519253,0.17079495129491806,0.16593804925303052,0.34784884526110477,0.3495329773044934,0.24784284521935987,0.3213086473621864,0.22658488934868287,0.006419193067206134,0.0998852422418669,0.0072360095813412415,0.0,0.005075709135161926,0.06878662164840407,0.1507812223177914,0.1280347417134803,0.2116567779862149,0.12677102344667454,0.07746001156584595,0.10332885732134628,0.004822330135183722,0.07460106381109391,0.007903819255549064,0.0,0.029484108530813378,0.12607429182837654,0.15045538317982918,0.15217924230228616,0.236019332243134,0.11534580174818843,0.07218532922607912,0.1363013292102577,0.6805931441014827,0.2557874885523213,0.11905777831557157,0.7254419863444223,0.2244376631916385,0.12830072048546642,0.7956540183566185,0.5085073925097953,0.15809752475474387,0.30955479459937424,0.33601379948751303,0.4270695264200408,0.5082714824922716,0.21149876894969255,0.04115576600292898,0.051801930180117604,0.14463901342943697,0.7293450601256598,0.557125210259874,0.03086878867286912,0.006828496857557886,0.03935651612491113,0.15088847197572441,0.036456014904583965,0.005177122066724881,0.024541895378424203,0.0,0.0004295240111084059,0.0081353262485236,0.03523238411579296,0.010950456201152576,0.009644524813355175
Task011_BTCV_BigResUNetTrainerV4_cs128_base_no_mirror_ep4k_lr0003_0,0.21913106632725432,0.15612352080742184,0.30434844399848865,0.25972481319125096,0.0,0.25741426309322385,0.7270873032019812,0.15711503847836777,0.5505475520071658,0.019300575726293335,0.2737245186607549,0.14331783308935794,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
